# blastp
# Iteration: 0
# Query: g13490.t1
# RID: 412SPZZ1014
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
g13490.t1	KAI3554585.1	55.179	531	228	4	37	566	41	562	0.0	585	69.87
g13490.t1	KAK7223329.1	54.034	533	235	5	35	566	38	561	0.0	585	70.36
g13490.t1	CCD44766.1	54.128	545	240	4	27	569	30	566	0.0	585	67.89
g13490.t1	KAK7435176.1	55.367	531	227	4	37	566	41	562	0.0	585	70.24
g13490.t1	XP_046099715.1	53.717	538	237	5	35	568	26	555	0.0	585	68.96
g13490.t1	KXH67759.1	55.367	531	227	4	37	566	41	562	0.0	585	70.06
g13490.t1	CAK7203829.1	53.690	542	239	6	32	569	25	558	0.0	585	68.63
g13490.t1	KAL2873388.1	55.179	531	228	4	37	566	41	562	0.0	585	69.87
g13490.t1	XP_049135074.1	55.367	531	227	4	37	566	41	562	0.0	585	69.87
g13490.t1	KAF7954492.1	55.019	538	232	4	34	569	34	563	0.0	585	67.84
g13490.t1	KAH6991450.1	54.494	534	233	4	34	566	29	553	0.0	584	68.91
g13490.t1	KAH7000965.1	53.036	560	246	5	8	566	10	553	0.0	584	67.32
g13490.t1	TGO53483.1	54.479	547	239	4	25	569	25	563	0.0	584	67.28
g13490.t1	CAH0030371.1	53.846	533	236	5	35	566	38	561	0.0	583	70.17
g13490.t1	KAF7898511.1	53.931	547	242	4	25	569	25	563	0.0	583	67.09
g13490.t1	PMD35750.1	51.664	571	264	6	1	568	1	562	0.0	583	67.08
g13490.t1	CAI6064384.1	53.846	533	236	5	35	566	38	561	0.0	582	70.36
g13490.t1	KFZ24122.1	53.148	540	238	6	35	569	33	562	0.0	582	69.07
g13490.t1	CAG9989519.1	53.974	541	238	6	27	566	31	561	0.0	582	69.32
g13490.t1	KAI8258182.1	55.307	537	231	5	35	568	31	561	0.0	582	68.72
g13490.t1	KAL2441528.1	52.158	556	253	6	17	569	13	558	0.0	581	66.55
g13490.t1	KAL2404652.1	52.158	556	253	6	17	569	13	558	0.0	581	66.55
g13490.t1	XP_036495105.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	KAJ5007472.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	KAN0731644.1	53.005	549	242	5	27	569	24	562	0.0	581	66.85
g13490.t1	KAF4816745.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	KAH9236620.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	KAI8228301.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	KAF4846348.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	XP_031890316.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	XP_045267494.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	KAF5680079.1	53.832	535	236	5	33	566	11	535	0.0	581	69.72
g13490.t1	EQB58449.1	55.307	537	231	5	35	568	31	561	0.0	581	68.72
g13490.t1	TGO25338.1	53.565	547	244	4	25	569	25	563	0.0	580	67.28


